Start Date,End Date,Campaign Name,Reach,Frequency,Impressions,Clicks,Unique Clicks,Click-Through Rate (CTR),Unique Click-Through Rate (uCTR),Amount Spent (USD),"Cost Per 1,000 Impressions (CPM) (USD)","Cost Per 1,000 People Reached (USD)",Cost Per Click (CPC) (USD),Actions,People Taking Action,Page Likes
9/28/2014,10/3/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - BROAD - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - GLP,6608,1.041616223,6883,65,62,0.9443556589,0.9382566586,167.77,24.37454598,25.38892252,2.581076923,7,7,0
9/28/2014,10/3/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,3267,1.022038567,3339,37,37,1.108116202,1.132537496,63.38,18.98173106,19.40006122,1.712972973,1,1,0
9/28/2014,10/3/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,4094,1.012212995,4144,24,23,0.5791505792,0.5617977528,66.77,16.11245174,16.30923302,2.782083333,5,5,0
9/28/2014,10/3/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - LAL FB REGGIES - IPHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - IPHONE - CONNECTED TO PAGE - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - IPHONE - BROAD TARGETING 45+ - 01 - GLP,97163,1.252575569,121704,730,657,0.5998159469,0.6761833208,1603.18,13.17277986,16.49990223,2.196136986,144,144,6
9/28/2014,10/3/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - F 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - CONNECTED TO PAGE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - ANDROID - GLP,198873,1.372076652,272869,1399,1275,0.5127002334,0.6411126699,2935.46,10.75776288,14.76047528,2.098255897,351,350,9
9/28/2014,10/3/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - CUSTOM AUDIENCE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - REGI FB ACQ LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - IPHONE - US FORMER SUBS 10% - 01 - GLP,244978,1.296985852,317733,911,830,0.286718723,0.3388059336,2672.11,8.409922797,10.90755088,2.933161361,206,205,14
9/28/2014,10/3/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBED USERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 10% - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - ANDROID PHONE - SUBSCRIBED USERS LAL 5% - 01 - GLP,115973,1.206065205,139871,1015,911,0.7256686518,0.7855276659,2138.38,15.28822987,18.43860209,2.106778325,214,214,6
9/28/2014,10/3/2014,BNOTIONS - NYT - US REG LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNNOTIONS - NYT - IPAD - US FORMER SUBS 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2014,10/3/2014,BNOTIONS - NYT - US REG LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - REGI FB ACQ LAL - ANDROID - GLP,3540,1.00480226,3557,25,19,0.7028394715,0.5367231638,60.91,17.12398088,17.20621469,2.4364,12,12,0
9/21/2014,9/27/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,42717,1.452957839,62066,473,426,0.7620919666,0.9972610436,997.86,16.07740148,23.3597865,2.109640592,136,136,0
9/21/2014,9/27/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 10% - 02 - GLP,3435,1.00349345,3447,25,25,0.7252683493,0.7278020378,83.61,24.25587467,24.34061135,3.3444,6,6,0
9/21/2014,9/27/2014,BNOTIONS - NYT - BROAD - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBED USERS LAL 10% - 01 - GLP,106484,1.134696292,120827,516,476,0.4270568664,0.4470155141,1305.13,10.80164202,12.25658315,2.529321705,109,109,8
9/21/2014,9/27/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - US REG LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - ANDROID PHONE - SUBSCRIBED USERS LAL 5% - 01 - GLP,52083,1.115853541,58117,367,338,0.6314847635,0.6489641534,845.69,14.55150816,16.23735192,2.304332425,93,93,7
9/21/2014,9/27/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - IPHONE - US FORMER SUBS 10% - 01 - GLP,251700,1.283075089,322950,1077,1023,0.3334881561,0.4064362336,3100,9.599009135,12.3162495,2.878365831,284,284,20
9/21/2014,9/27/2014,BNOTIONS - NYT - IPHONE - BROAD TARGETING 45+ - 01 - GLP,79895,1.115226234,89101,466,422,0.5230019865,0.5281932536,1200,13.46786231,15.01971337,2.575107296,91,91,2
9/21/2014,9/27/2014,BNOTIONS - NYT - IPHONE - CONNECTED TO PAGE - 01 - GLP,10221,1.104588592,11290,48,44,0.4251550044,0.4304862538,117.81,10.43489814,11.52626945,2.454375,11,11,0
9/21/2014,9/27/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - LAL FB REGGIES - IPHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNNOTIONS - NYT - IPAD - US FORMER SUBS 5% - 01 - GLP,53015,1.132622843,60046,596,533,0.9925723612,1.005375837,1479.35,24.63694501,27.90436669,2.482130872,92,92,5
9/21/2014,9/27/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - CUSTOM AUDIENCE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - US REG LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - ANDROID - GLP,223133,1.444425522,322299,1821,1642,0.5650033044,0.7358839795,3200,9.928668721,14.3412225,1.757276222,593,593,15
9/21/2014,9/27/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - F 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2014,9/27/2014,BNOTIONS - NYT - CONNECTED TO PAGE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - BROAD - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - US REG LAL - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - IPHONE - US FORMER SUBS 10% - 01 - GLP,23360,1,23360,86,85,0.3681506849,0.363869863,236.13,10.10830479,10.10830479,2.745697674,21,21,3
9/14/2014,9/20/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - CONNECTED TO PAGE - ANDROID - GLP,102364,1.485883709,152101,837,736,0.55029224,0.7190027744,1496.66,9.839909008,14.62096049,1.788124253,368,368,1
9/14/2014,9/20/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - F 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNNOTIONS - NYT - IPAD - US FORMER SUBS 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - ANDROID - GLP,174244,1.389993343,242198,1214,1068,0.5012427848,0.6129335874,2295.55,9.477989083,13.17434173,1.890897858,347,347,7
9/14/2014,9/20/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPAD - GLP,24190,1.072302604,25939,267,239,1.029338062,0.988011575,462.29,17.82219823,19.11078958,1.731423221,42,42,2
9/14/2014,9/20/2014,BNOTIONS - NYT - CUSTOM AUDIENCE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - REGI FB ACQ LAL - ANDROID - GLP,127981,1.773247591,226942,1568,1342,0.6909254347,1.048593151,3295.61,14.52181615,25.75077551,2.101792092,635,624,14
9/14/2014,9/20/2014,BNOTIONS - NYT - US REG LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - ANDROID PHONE - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - IPHONE - BROAD TARGETING 45+ - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBED USERS LAL 10% - 01 - GLP,26822,1.048691373,28128,155,144,0.5510523322,0.5368727164,347.45,12.35246018,12.95391843,2.241612903,31,31,2
9/14/2014,9/20/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - 01 - GLP,7954,1.020995725,8121,67,58,0.8250215491,0.7291928589,166.54,20.50732668,20.93789288,2.485671642,9,9,0
9/14/2014,9/20/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 10% - 02 - GLP,40943,1.059521774,43380,451,418,1.039649608,1.020931539,946.67,21.82272937,23.12165694,2.099046563,39,39,1
9/14/2014,9/20/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBERS LAL 10% - 01 - GLP,17788,1.080447493,19219,84,76,0.4370674853,0.4272543288,175.59,9.136271398,9.871261525,2.090357143,1,1,0
9/14/2014,9/20/2014,BNOTIONS - NYT - IPHONE - CONNECTED TO PAGE - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,78829,1.963820421,154806,1269,1135,0.8197356692,1.439825445,1893.6,12.23208403,24.02161641,1.492198582,303,298,1
9/14/2014,9/20/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - LAL FB REGGIES - IPHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2014,9/20/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - BROAD - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - IPHONE - US FORMER SUBS 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,88905,2.018997807,179499,1318,1149,0.7342659291,1.292390754,1950,10.86357027,21.93352455,1.479514416,335,332,1
9/7/2014,9/13/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBED USERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 10% - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - IPHONE - BROAD TARGETING 45+ - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - REGI FB ACQ LAL - ANDROID - GLP,112520,1.606230004,180733,1302,1145,0.7203997056,1.017596872,2499.99,13.8325043,22.21818343,1.920115207,554,554,17
9/7/2014,9/13/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - US REG LAL - ANDROID - GLP,110813,1.31027948,145196,739,652,0.5089671892,0.5883786198,1585.96,10.92289044,14.3120392,2.14608931,155,155,10
9/7/2014,9/13/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - IPHONE - CONNECTED TO PAGE - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - US REG LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - ANDROID PHONE - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNNOTIONS - NYT - IPAD - US FORMER SUBS 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - F 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPAD - GLP,60954,1.430357319,87186,839,731,0.9623104627,1.19926502,1375.78,15.77982704,22.57079109,1.639785459,154,154,8
9/7/2014,9/13/2014,BNOTIONS - NYT - CUSTOM AUDIENCE - ANDROID - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - ANDROID - GLP,126947,1.268222171,160997,917,813,0.5695758306,0.6404247442,1499.98,9.316819568,11.81579714,1.635747001,247,247,8
9/7/2014,9/13/2014,BNOTIONS - NYT - CONNECTED TO PAGE - ANDROID - GLP,158178,2.259732706,357440,2145,1890,0.6001007162,1.194856428,3450.96,9.654655327,21.81694041,1.608839161,966,958,4
9/7/2014,9/13/2014,BNOTIONS - NYT - LAL FB REGGIES - IPHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2014,9/13/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPAD - GLP,71658,1.536813754,110125,1076,880,0.9770715096,1.228055486,1400,12.71282633,19.53724636,1.301115242,304,290,17
8/31/2014,9/6/2014,BNOTIONS - NYT - CUSTOM AUDIENCE - ANDROID - GLP,14515,1.102307957,16000,93,77,0.58125,0.5304857044,139.2,8.7,9.590079228,1.496774194,34,29,2
8/31/2014,9/6/2014,BNOTIONS - NYT - BROAD - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - ANDROID - GLP,210171,1.593630901,334935,1547,1255,0.4618806634,0.5971328109,2900,8.658396405,13.79828806,1.874595992,474,436,20
8/31/2014,9/6/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 10% - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - IPAD - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - US REG LAL - IPAD - GLP,16177,1.05921988,17135,80,73,0.4668806536,0.4512579588,178.67,10.4271958,11.04469308,2.233375,5,5,1
8/31/2014,9/6/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNNOTIONS - NYT - IPAD - US FORMER SUBS 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,80967,2.213914311,179254,1331,1062,0.7425217847,1.311645485,1924.99,10.73889565,23.77499475,1.446273479,468,434,1
8/31/2014,9/6/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBED USERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - F 45-65 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - IPHONE - BROAD TARGETING 45+ - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - CONNECTED TO PAGE - ANDROID - GLP,141019,2.573312816,362886,2107,1722,0.5806231158,1.221112049,3499.98,9.644847142,24.81920876,1.661120076,1105,1039,6
8/31/2014,9/6/2014,BNOTIONS - NYT - ANDROID PHONE - SUBSCRIBED USERS LAL 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - REGI FB ACQ LAL - ANDROID - GLP,109209,1.77931306,194317,1812,1414,0.9324968994,1.294765083,2450,12.60826382,22.43404848,1.35209713,843,780,28
8/31/2014,9/6/2014,BNOTIONS - NYT - IPHONE - CONNECTED TO PAGE - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - IPHONE - SUBSCRIBERS LAL 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - IPHONE - US FORMER SUBS 10% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - US REG LAL - ANDROID - GLP,13058,1.02557819,13392,53,51,0.3957586619,0.3905651708,113.69,8.489396655,8.706540052,2.14509434,16,16,2
8/31/2014,9/6/2014,BNOTIONS - NYT - LAL FB REGGIES - IPHONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - US FORMER SUBSCRIBERS LAL - IPHONE - 02 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2014,9/6/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPHONE - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/2014,8/30/2014,BNOTIONS - NYT - REGI FB ACQ LAL - IPAD - GLP,6948,1.034542314,7188,47,42,0.653867557,0.6044905009,116.65,16.22843628,16.78900403,2.481914894,9,9,2
8/24/2014,8/30/2014,BNNOTIONS - NYT - IPAD - US FORMER SUBS 5% - 01 - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/2014,8/30/2014,BNOTIONS - NYT - ANDROID PHONE - US FORMER SUBSCRIBERS 10% - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/2014,8/30/2014,BNOTIONS - NYT - CONNECTED TO PAGE - IPAD - GLP,77212,1.961599233,151459,1246,1071,0.8226648796,1.38709009,1826.88,12.06187813,23.6605709,1.466195827,431,424,1
8/24/2014,8/30/2014,BNOTIONS - NYT - CUSTOM AUDIENCES - IPAD - M 45-65 - GLP,11336,1.150582216,13043,77,68,0.5903549797,0.5998588567,232.42,17.81952005,20.50282287,3.018441558,14,14,0
8/24/2014,8/30/2014,BNOTIONS - NYT - BROAD - IPAD - GLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
